Date,Open,Volume,High,Low,Close,Adj Close
2005-01-04,100.800804,27484200,101.566566,96.836838,97.347351,97.347351
2005-01-05,96.821823,16456700,98.548546,96.211212,96.851852,96.851852
2005-01-06,97.637634,20753400,98.048050,93.953957,94.369370,94.369370
2005-01-07,95.415413,19306400,97.222221,94.484482,97.022018,97.022018
2005-01-10,97.347351,15064100,99.149147,96.011009,97.627625,97.627625
2005-01-11,97.907906,13903400,98.953957,96.686684,96.866867,96.866867
2005-01-12,97.262260,16339200,98.063065,95.345345,97.787788,97.787788
2005-01-13,97.787788,13685100,98.793793,97.122124,97.762764,97.762764
2005-01-14,98.098099,19261300,100.105103,97.162163,100.085083,100.085083
2005-01-18,100.585587,26318800,102.612610,99.429428,102.052055,102.052055
2005-01-19,102.427429,22492800,102.752754,98.453453,98.748749,98.748749
2005-01-20,96.346344,17985100,98.223221,96.096100,97.057060,97.057060
2005-01-21,97.367371,18498200,97.777779,94.154152,94.234238,94.234238
2005-01-24,94.439438,28017300,94.759758,90.250252,90.450447,90.450447
2005-01-25,91.061058,21297000,91.211212,88.233231,88.648651,88.648651
2005-01-26,89.724724,24591100,94.799797,89.664665,94.714714,94.714714
2005-01-27,94.474472,13241500,94.524521,92.692696,94.134132,94.134132
2005-01-28,95.105103,24391900,97.447449,93.263260,95.265266,95.265266
2005-01-31,96.941940,19174200,98.278275,95.955956,97.907906,97.907906
2005-02-01,97.287285,37640300,98.428429,95.410408,96.046043,96.046043
2005-02-02,107.882881,65533000,108.508507,101.931931,103.083084,103.083084
2005-02-03,103.098099,25950200,106.791794,103.008011,105.535538,105.535538
2005-02-04,103.338341,29608900,103.978981,101.401398,102.282280,102.282280
2005-02-07,102.732735,25894800,103.303307,97.852852,98.113113,98.113113
2005-02-08,98.578575,22937000,100.110107,97.362366,99.419418,99.419418
2005-02-09,100.480484,34308600,100.900902,94.824821,95.885887,95.885887
2005-02-10,96.081078,37927400,96.201202,92.717720,94.084084,94.084084
2005-02-11,93.423424,26205700,96.256256,93.128128,93.793793,93.793793
2005-02-14,91.516518,77047200,96.636635,90.590591,96.591591,96.591591
2005-02-15,96.896896,51514000,100.020020,96.636635,97.712715,97.712715
2005-02-16,97.447449,33031500,99.764763,97.247246,99.304306,99.304306
2005-02-17,99.014015,20807900,99.974976,98.503502,99.049049,99.049049
2005-02-18,99.354355,16954800,99.519516,98.428429,99.074074,99.074074
2005-02-22,98.348351,26940400,99.549553,95.290291,95.780777,95.780777
2005-02-23,96.746750,31140800,97.337334,94.424423,97.072075,97.072075
2005-02-24,91.776779,51576900,95.020020,91.206207,94.539543,94.539543
2005-02-25,94.669670,19927000,95.055054,92.847847,93.028030,93.028030
2005-02-28,93.093094,15621100,95.030029,93.018021,94.089088,94.089088
2005-03-01,94.739738,18603700,94.969971,91.091087,93.123123,93.123123
2005-03-02,93.068069,14556400,93.928932,92.272270,92.682686,92.682686
2005-03-03,93.158157,15201900,93.968971,92.247246,93.598602,93.598602
2005-03-04,93.443443,13534600,93.718719,92.627625,93.043045,93.043045
2005-03-07,93.983986,17317400,94.894897,93.608612,94.499496,94.499496
2005-03-08,94.644646,16076100,95.020020,92.577576,92.692696,92.692696
2005-03-09,92.197197,22698000,92.417419,90.170174,90.765762,90.765762
2005-03-10,90.595596,21899000,90.690689,88.788788,90.080078,90.080078
2005-03-11,90.310310,16040500,90.565567,88.663666,88.988991,88.988991
2005-03-14,89.254257,22270900,89.289291,86.371368,87.582581,87.582581
2005-03-15,87.737740,20823300,90.090088,87.192192,89.394394,89.394394
2005-03-16,88.438438,14198300,89.394394,87.592590,87.887886,87.887886
2005-03-17,88.653656,16504600,89.909912,87.987991,89.734734,89.734734
2005-03-18,89.494492,14165800,90.290291,89.244247,90.110107,90.110107
2005-03-21,89.724724,14952400,91.176178,88.713715,90.530533,90.530533
2005-03-22,90.680679,11252100,91.061058,89.014015,89.389389,89.389389
2005-03-23,89.074074,9680300,90.210213,89.074074,89.579582,89.579582
2005-03-24,90.440437,7402900,90.520523,89.689690,89.714714,89.714714
2005-03-28,90.930931,17458500,92.492493,90.565567,90.800804,90.800804
2005-03-29,90.615616,12933000,91.731735,89.124123,89.874878,89.874878
2005-03-30,90.410408,12459700,90.815819,89.889893,90.315315,90.315315
2005-03-31,89.064064,13523600,90.785789,88.908913,90.345345,90.345345
2005-04-01,90.970970,12351600,91.566566,90.085083,90.110107,90.110107
2005-04-04,90.065063,16136600,92.752754,90.010010,92.737740,92.737740
2005-04-05,93.958961,17455900,95.225227,93.878876,94.379379,94.379379
2005-04-06,94.714714,10494600,94.919922,93.883881,94.704704,94.704704
2005-04-07,94.484482,19365000,97.407410,94.414413,96.976974,96.976974
2005-04-08,96.941940,10222900,97.647644,95.820824,96.121124,96.121124
2005-04-11,96.641640,10810100,97.497498,96.256256,96.711708,96.711708
2005-04-12,96.596596,14624500,97.307304,94.799797,97.077080,97.077080
2005-04-13,96.831833,13098400,97.257256,94.959961,96.561562,96.561562
2005-04-14,96.731735,12293000,97.277275,95.145142,95.820824,95.820824
2005-04-15,95.145142,23131600,95.265266,92.422424,92.592590,92.592590
2005-04-18,92.382385,13087400,94.034035,91.836838,93.578575,93.578575
2005-04-19,94.759758,16843100,96.096100,94.109108,95.795799,95.795799
2005-04-20,99.389389,30872000,100.350349,98.053055,99.149147,99.149147
2005-04-21,100.310310,35468200,102.602600,99.759758,102.212212,102.212212
2005-04-22,111.561562,66343700,112.112114,107.237236,108.013016,108.013016
2005-04-25,109.019020,39640300,112.482483,108.868866,111.876877,111.876877
2005-04-26,110.220222,34509400,111.111115,109.254257,109.484482,109.484482
2005-04-27,109.104103,20509000,110.535538,108.478477,110.000000,110.000000
2005-04-28,109.859863,17348200,111.151154,108.963966,109.834831,109.834831
2005-04-29,111.066063,18322000,111.236237,109.019020,110.110107,110.110107
2005-05-02,111.136139,19515200,111.961960,110.215218,111.256256,111.256256
2005-05-03,111.036034,35524800,114.189186,110.770767,113.208206,113.208206
2005-05-04,113.728729,24142800,115.055054,113.613617,114.364365,114.364365
2005-05-05,114.424423,15004100,114.424423,113.053055,113.603607,113.603607
2005-05-06,114.314316,13514200,114.739738,113.348351,114.124123,114.124123
2005-05-09,114.114113,11062500,114.364365,112.827827,113.123123,113.123123
2005-05-10,112.847847,12678900,114.014015,112.472473,114.014015,114.014015
2005-05-11,114.599602,22934600,116.106110,114.079079,115.760757,115.760757
2005-05-12,115.520523,17878500,116.231232,114.214211,114.474472,114.474472
2005-05-13,114.704704,14816100,115.660660,113.773773,114.734734,114.734734
2005-05-16,114.954956,11351400,115.925926,114.399399,115.640640,115.640640
2005-05-17,115.395393,15602100,116.841843,115.215218,116.681679,116.681679
2005-05-18,116.921921,24599300,120.105103,116.876877,119.699699,119.699699
2005-05-19,120.290291,19413500,120.705704,119.254257,119.709709,119.709709
2005-05-20,120.725723,16310600,120.955956,119.944946,120.925926,120.925926
2005-05-23,121.701698,42733800,129.179184,121.476479,127.852852,127.852852
2005-05-24,128.608612,58028100,132.852859,126.876877,128.128128,128.128128
2005-05-25,126.491493,36079600,130.620621,125.440437,130.535538,130.535538
2005-05-26,130.610611,27066100,132.012009,129.279282,129.729736,129.729736
2005-05-27,130.360367,24343800,133.158157,129.754761,133.133133,133.133133
2005-05-31,134.849854,44429100,139.339340,134.819824,138.773773,138.773773
2005-06-01,141.741745,70313000,146.591599,141.151154,144.144150,144.144150
2005-06-02,144.509506,35912200,145.035034,142.442444,144.094101,144.094101
2005-06-03,143.538544,37527000,144.794800,138.843842,140.270264,140.270264
2005-06-06,141.336334,45006700,147.022018,141.056061,145.615616,145.615616
2005-06-07,148.698700,48597300,149.944946,145.295288,146.706711,146.706711
2005-06-08,146.571579,51350300,146.741745,139.139145,139.919922,139.919922
2005-06-09,142.502502,32849300,144.394394,140.420425,143.298294,143.298294
2005-06-10,143.638641,25367800,143.783783,140.150146,141.391388,141.391388
2005-06-13,140.050049,25580700,142.237244,138.398392,141.516510,141.516510
2005-06-14,139.434433,20163600,140.760757,139.014008,139.314316,139.314316
2005-06-15,137.637634,41724400,138.788788,133.848846,137.537537,137.537537
2005-06-16,137.267273,24899800,139.289291,136.671677,138.858856,138.858856
2005-06-17,139.639633,20847900,140.290283,138.088089,140.290283,140.290283
2005-06-20,138.183182,42007300,143.978973,136.001007,143.493500,143.493500
2005-06-21,144.179184,30234300,145.295288,142.627625,144.064072,144.064072
2005-06-22,144.979980,20927000,146.306305,144.479477,144.794800,144.794800
2005-06-23,144.144150,28084600,147.552551,143.393387,145.000000,145.000000
2005-06-24,145.595596,35506800,149.149155,144.934937,148.773773,148.773773
2005-06-27,149.599594,35570100,152.387390,147.077072,152.202209,152.202209
2005-06-28,153.293289,38034900,154.779785,151.151154,151.151154,151.151154
2005-06-29,151.401398,36560800,152.342346,146.221222,146.506500,146.506500
2005-06-30,147.317322,30158600,149.614609,145.665665,147.222229,147.222229
2005-07-01,147.667664,18436700,148.268265,144.754761,145.770767,145.770767
2005-07-05,146.196198,14973000,148.138138,145.260254,148.003006,148.003006
2005-07-06,148.798798,15984500,148.948944,145.835831,145.905899,145.905899
2005-07-07,144.839844,21322800,148.048050,144.399399,147.917923,147.917923
2005-07-08,148.273270,14900200,148.898895,147.172165,148.263260,148.263260
2005-07-11,148.348343,16763800,148.448456,145.655655,146.821823,146.821823
2005-07-12,146.841843,11718000,147.347351,145.610611,146.036041,146.036041
2005-07-13,146.401398,22852900,149.769775,146.196198,149.579575,149.579575
2005-07-14,152.822830,21314000,153.528534,150.185181,150.595596,150.595596
2005-07-15,150.770767,16859900,151.851852,150.040039,150.745743,150.745743
2005-07-18,150.150146,12403100,151.101105,149.024017,149.919922,149.919922
2005-07-19,151.201202,25217500,155.330338,151.051056,155.105103,155.105103
2005-07-20,152.937943,28592100,156.461456,151.051056,156.156158,156.156158
2005-07-21,157.182175,39539200,159.059052,155.760757,157.127121,157.127121
2005-07-22,153.338333,46726800,154.779785,148.313309,151.351349,151.351349
2005-07-25,151.346344,19298200,151.796799,147.627625,148.073074,148.073074
2005-07-26,147.652649,19614100,149.149155,146.191193,148.193192,148.193192
2005-07-27,149.019012,14421300,149.264267,146.346344,148.613617,148.613617
2005-07-28,148.853851,11839300,148.853851,146.786789,146.896896,146.896896
2005-07-29,146.216217,16709800,146.566574,143.638641,144.024017,144.024017
2005-08-01,144.204208,11313400,146.396393,144.194199,145.950958,145.950958
2005-08-02,145.945953,14565800,149.909912,145.705704,149.744751,149.744751
2005-08-03,149.149155,11849300,150.010010,147.947952,148.798798,148.798798
2005-08-04,147.922928,10462500,149.649643,147.772766,149.014008,149.014008
2005-08-05,148.898895,11867500,149.404404,145.800797,146.321320,146.321320
2005-08-08,146.946945,8954600,147.972977,145.390396,145.770767,145.770767
2005-08-09,146.126129,11547000,146.486481,144.399399,145.930923,145.930923
2005-08-10,145.795792,13744200,146.311310,142.582581,142.982986,142.982986
2005-08-11,143.088089,15014700,143.433426,140.450455,142.167160,142.167160
2005-08-12,141.821823,13158600,145.245239,140.960968,145.005005,145.005005
2005-08-15,145.045044,16333000,146.531525,142.027023,142.142136,142.142136
2005-08-16,142.582581,14204100,144.039032,141.811813,142.967972,142.967972
2005-08-17,142.897903,7758800,143.428421,142.142136,142.692688,142.692688
2005-08-18,138.093094,23721800,140.390396,137.637634,140.135132,140.135132
2005-08-19,140.635635,11074700,140.865860,139.949951,140.140137,140.140137
2005-08-22,140.760757,13612300,140.875870,136.811813,137.142136,137.142136
2005-08-23,138.218216,11631700,140.010010,137.197205,139.929932,139.929932
2005-08-24,138.923920,17169000,142.517517,138.363358,141.426422,141.426422
2005-08-25,141.416412,8744400,142.142136,140.125122,141.436432,141.436432
2005-08-26,141.881882,7503000,142.652649,141.471466,141.931931,141.931931
2005-08-29,141.261261,11794100,144.704712,141.261261,144.369370,144.369370
2005-08-30,143.838837,9574400,144.899902,143.083084,143.778778,143.778778
2005-08-31,144.259262,10057900,144.394394,142.322327,143.143143,143.143143
2005-09-01,143.098099,5478700,143.893890,142.642639,143.268265,143.268265
2005-09-02,143.398392,6862100,145.140137,143.363358,144.369370,144.369370
2005-09-06,144.644638,8416100,144.839844,143.543549,143.698700,143.698700
2005-09-07,143.088089,14984000,147.897903,142.782776,147.582581,147.582581
2005-09-08,147.562561,13213300,149.789795,146.826828,147.842850,147.842850
2005-09-09,148.788788,8772200,149.699707,148.428421,149.694702,149.694702
2005-09-12,151.026031,20752200,155.865860,150.650650,155.025024,155.025024
2005-09-13,154.654648,20579200,157.922928,153.238235,155.996002,155.996002
2005-09-14,154.519516,22529000,156.796799,150.300293,151.651657,151.651657
2005-09-15,149.909912,30901400,153.528534,149.104111,151.461456,151.461456
2005-09-16,152.162155,15144400,152.402405,150.085083,150.250244,150.250244
2005-09-19,150.650650,11512200,153.153152,150.505508,152.047043,152.047043
2005-09-20,153.228226,18683200,155.805801,152.767761,154.109116,154.109116
2005-09-21,154.359360,20219100,157.037033,153.133133,156.106110,156.106110
2005-09-22,155.905899,25986700,159.769775,155.240234,155.840836,155.840836
2005-09-23,156.656662,16950600,158.763763,156.451447,157.837845,157.837845
2005-09-26,159.909912,19769000,160.635635,156.436432,157.297302,157.297302
2005-09-27,157.632629,13732400,159.364365,156.846848,157.127121,157.127121
2005-09-28,157.267273,15978800,157.707703,152.952957,153.153152,153.153152
2005-09-29,153.493500,11216300,155.515518,153.193192,154.964966,154.964966
2005-09-30,157.267273,18284200,158.908905,156.301300,158.388382,158.388382
2005-10-03,156.971970,18302200,160.215210,156.551544,159.499496,159.499496
2005-10-04,160.135132,18270300,160.800797,155.525528,155.655655,155.655655
2005-10-05,156.501495,16640100,157.607605,154.154160,155.510513,155.510513
2005-10-06,157.227234,15971600,157.397400,155.200195,156.531525,156.531525
2005-10-07,157.552551,13527000,158.493500,155.425430,156.651657,156.651657
2005-10-10,156.811813,11133200,157.567566,154.729736,155.480484,155.480484
2005-10-11,155.460464,17068100,156.481476,152.582581,153.203201,153.203201
2005-10-12,152.752747,18593700,153.748749,149.649643,150.635635,150.635635
2005-10-13,151.151154,21114200,151.151154,145.485489,148.868866,148.868866
2005-10-14,150.100098,17021100,150.265259,146.416412,148.218216,148.218216
2005-10-17,148.898895,15118200,152.752747,147.427429,152.652649,152.652649
2005-10-18,152.632629,14141400,154.134140,151.521515,151.791794,151.791794
2005-10-19,152.152145,14007300,155.090088,152.132126,154.504501,154.504501
2005-10-20,155.150146,27795500,155.720718,150.755753,151.751755,151.751755
2005-10-21,173.073074,45739000,173.388382,166.666672,170.120117,170.120117
2005-10-24,171.856857,18844500,174.824829,171.266266,174.499496,174.499496
2005-10-25,173.063065,13742800,173.873871,171.601608,173.628632,173.628632
2005-10-26,173.313309,17797100,178.178177,173.268265,177.897903,177.897903
2005-10-27,178.478485,10258500,178.723724,176.016022,176.706711,176.706711
2005-10-28,177.812820,11795100,179.654648,177.687683,179.264267,179.264267
2005-10-31,180.300293,28657100,187.562561,179.934937,186.256256,186.256256
2005-11-01,186.116119,32679400,192.142136,184.689697,189.879883,189.879883
2005-11-02,191.041046,21109600,192.692688,188.773773,190.030029,190.030029
2005-11-03,191.396393,14881900,193.483490,190.880875,193.168167,193.168167
2005-11-04,195.185181,17632100,196.091095,192.917923,195.410416,195.410416
2005-11-07,197.747742,19163800,198.933929,196.271271,197.712708,197.712708
2005-11-08,197.322327,15779200,197.992996,194.484482,195.145142,195.145142
2005-11-09,193.528534,20912800,194.339340,189.204208,189.764771,189.764771
2005-11-10,189.369370,18239100,195.870865,188.903900,195.745743,195.745743
2005-11-11,197.757751,14113600,198.648651,194.619614,195.395401,195.395401
2005-11-14,196.256256,15600100,199.309311,195.960968,198.683685,198.683685
2005-11-15,197.387390,17232500,198.698700,195.670670,196.596603,196.596603
2005-11-16,198.298294,17373000,199.624619,197.252258,199.274277,199.274277
2005-11-17,201.101105,18405900,202.107101,199.964966,201.926926,201.926926
2005-11-18,201.946945,14037100,202.452454,200.125122,200.305298,200.305298
2005-11-21,199.784790,20649500,205.195190,196.941940,204.884888,204.884888
2005-11-22,204.529526,19172800,208.863861,203.318314,208.443451,208.443451
2005-11-23,208.728729,20149800,212.572571,208.098099,211.641647,211.641647
2005-11-25,213.103104,9670500,214.589584,212.862869,214.524521,214.524521
2005-11-28,215.125122,21994700,215.835831,211.431427,211.951950,211.951950
2005-11-29,212.442444,42948600,213.413406,201.271271,201.971970,201.971970
2005-11-30,202.332336,31162000,204.429428,197.977982,202.657654,202.657654
2005-12-01,204.804810,19470300,207.927933,204.349350,207.252258,207.252258
2005-12-02,208.678680,15071900,209.974976,207.137131,209.059052,209.059052
2005-12-05,208.708710,20558200,208.958954,202.342346,203.128128,203.128128
2005-12-06,204.554550,30220300,208.413406,201.051056,202.472473,202.472473
2005-12-07,203.283279,23308400,203.553558,199.704712,202.312317,202.312317
2005-12-08,202.852859,17802100,205.530533,201.521515,205.530533,205.530533
2005-12-09,207.707703,15271500,208.098099,204.484482,204.804810,204.804810
2005-12-12,207.522522,13886200,207.812820,205.180176,206.511505,206.511505
2005-12-13,206.456451,16311200,209.209213,206.026031,208.953949,208.953949
2005-12-14,208.728729,13247500,210.075073,207.952957,209.689697,209.689697
2005-12-15,209.764771,12079500,211.781784,208.458466,211.486481,211.486481
2005-12-16,212.882889,32628300,216.466461,211.586594,215.290283,215.290283
2005-12-19,216.316315,43829700,223.328323,210.265259,212.512512,212.512512
2005-12-20,214.144150,20149200,216.316315,212.547546,215.085083,215.085083
2005-12-21,216.991989,22421300,218.648651,210.565567,213.378372,213.378372
2005-12-22,216.101105,15078100,216.646652,213.178177,216.236237,216.236237
2005-12-23,216.291290,9181000,216.466461,214.604599,215.680679,215.680679
2005-12-27,216.146149,13392100,216.146149,211.591599,212.532532,212.532532
2005-12-28,212.382385,14221500,214.104111,210.840836,213.558563,213.558563
2005-12-29,214.204208,13877700,214.579575,209.794800,210.285278,210.285278
2005-12-30,208.843842,15159000,209.314316,207.077072,207.637634,207.637634
2006-01-03,211.471466,26216100,218.053055,209.319321,217.832840,217.832840
2006-01-04,222.172165,30542200,224.704712,220.095093,222.842850,222.842850
2006-01-05,223.223221,21594900,226.001007,220.970978,225.845840,225.845840
2006-01-06,228.663666,35478200,235.485489,226.846848,233.063065,233.063065
2006-01-09,233.438446,25558200,236.936935,230.700699,233.683685,233.683685
2006-01-10,232.442444,18176000,235.360367,231.251251,235.115112,235.115112
2006-01-11,235.870865,17996700,237.792786,234.824829,236.051056,236.051056
2006-01-12,237.097092,20230300,237.732727,230.980988,232.047043,232.047043
2006-01-13,232.387390,15297800,233.678680,231.036041,233.358353,233.358353
2006-01-17,231.761765,16524000,235.185181,231.496490,233.788788,233.788788
2006-01-18,223.873871,40930400,228.908905,221.846848,222.677673,222.677673
2006-01-19,225.810806,29045500,226.971970,216.716721,218.443451,218.443451
2006-01-20,219.569565,82151100,220.235229,197.567566,199.929932,199.929932
2006-01-23,203.893890,45437300,214.409409,203.068069,213.963959,213.963959
2006-01-24,218.233231,30898200,222.697693,217.457458,221.736740,221.736740
2006-01-25,225.855850,37442100,227.342346,214.824829,216.716721,216.716721
2006-01-26,219.989990,25826300,220.215210,211.991989,217.352356,217.352356
2006-01-27,217.717712,16887400,219.329330,214.704712,216.961960,216.961960
2006-01-30,214.829834,17160600,216.856857,212.712708,213.623627,213.623627
2006-01-31,215.500504,44087800,220.020020,212.197205,216.546539,216.546539
2006-02-01,194.709717,54190700,201.201202,193.953949,201.091095,201.091095
2006-02-02,202.112106,23591700,203.453461,198.188187,198.218216,198.218216
2006-02-03,197.007004,36527000,197.147141,186.471466,190.965973,190.965973
2006-02-06,192.847855,17862900,195.145142,189.969971,192.742737,192.742737
2006-02-07,191.686691,33227100,192.042038,181.856857,184.144150,184.144150
2006-02-08,184.424423,41566500,185.530533,177.512512,184.724731,184.724731
2006-02-09,185.785782,23800900,187.387390,178.233231,179.564560,179.564560
2006-02-10,181.156158,30416500,182.432434,176.746750,181.486481,181.486481
2006-02-13,173.493500,39396100,175.475479,171.116119,173.023026,173.023026
2006-02-14,172.837845,29278600,176.021027,171.371368,171.831833,171.831833
2006-02-15,170.805801,25868100,173.173172,169.084091,171.361359,171.361359
2006-02-16,173.008011,42588300,183.683685,172.417419,183.413406,183.413406
2006-02-17,185.115112,28611700,186.256256,181.991989,184.559555,184.559555
2006-02-21,183.403397,17354600,186.956955,182.737732,183.478485,183.478485
2006-02-22,183.758759,12939400,184.659653,182.112106,182.927933,182.927933
2006-02-23,182.987991,25078000,190.810806,182.877884,189.224228,189.224228
2006-02-24,188.838837,12955600,190.225220,186.931931,188.888885,188.888885
2006-02-27,190.825821,20403900,196.046051,190.330338,195.385391,195.385391
2006-02-28,196.796799,78796300,198.968964,169.424423,181.491486,181.491486
2006-03-01,184.464462,24098200,184.909912,180.830826,182.582581,182.582581
2006-03-02,182.322327,36623900,190.740738,181.281281,188.413406,188.413406
